traditional,simplified,pinyin,cefr_level,part_of_speech,definitions
型態,型态,xíngtài,C1,N,form | shape | type | style | pattern
性,性,xìng,C1,N,"nature | character | property | quality | attribute | sexuality | sex | gender | suffix forming adjective from verb | suffix forming noun from adjective, corresponding to -ness or -ity | essence"
性能,性能,xìngnéng,C1,N,function |  performance |  behavior
性情,性情,xìngqíng,C1,N,nature | temperament
興致,兴致,xìngzhì,C1,N,mood | spirits | interest
胸,胸,xiōng,C1,N,chest | bosom | heart | mind | thorax
胸口,胸口,xiōngkŏu,C1,N,chest
修補,修补,xiūbŭ,C1,V,to mend
修訂,修订,xiūdìng,C1,V,to revise
修建,修建,xiūjiàn,C1,V,to build | to construct
修女,修女,xiūnǚ,C1,N,nun or sister (of the Roman Catholic or Greek Orthodox churches)
修養,修养,xiūyăng,C1,N,accomplishment | training | self-cultivation
修築,修筑,xiūzhú,C1,V,to build
繡,绣,xiù,C1,V,to embroider |  embroidery
虛擬,虚拟,xūnĭ,C1,V,to imagine |  to make up | fictitious |  theoretical |  hypothetical | (computing) to emulate | (computing) virtual
虛心,虚心,xūxīn,C1,Vs,open-minded | humble
許,许,xŭ,C1,N,to allow | to permit | to promise | to praise | somewhat | perhaps
許多,许多,xŭduō,C1,Adv,many | a lot of | much
許久,许久,xŭjiŭ,C1,N,for a long time | for ages
許可,许可,xŭkě,C1,V,to allow | to permit
酗酒,酗酒,xùjiŭ,C1,Vi,heavy drinking | to get drunk | to drink to excess
序幕,序幕,xùmù,C1,N,prologue
敘述,叙述,xùshù,C1,V,to relate (a story or information) | to tell or talk about | to recount | narration | telling | narrative | account
宣稱,宣称,xuānchēng,C1,V,to assert | to claim
宣告,宣告,xuāngào,C1,V,to declare | to proclaim
宣示,宣示,xuānshì,C1,V,to vow | to pledge
宣誓,宣誓,xuānshì,C1,Vi,to swear an oath (of office) | to make a vow
宣言,宣言,xuānyán,C1,N,declaration | manifesto
宣揚,宣扬,xuānyáng,C1,V,to publicize |  to advertise |  to spread far and wide
旋律,旋律,xuánlǜ,C1,N,melody
旋轉,旋转,xuánzhuăn,C1,Vi,to rotate | to revolve | to spin | to whirl
懸殊,悬殊,xuánshū,C1,Vs,widely different | large disparity
懸崖,悬崖,xuányái/yái,C1,N,precipice | overhanging cliff
崖,崖,xuányái/yái,C1,N,precipice | cliff | Taiwan pr. 
選拔,选拔,xuănbá,C1,V,to select the best
選購,选购,xuăngòu,C1,V,to select and purchase | to buy
選民,选民,xuănmín,C1,N,voter | constituency | electorate
選票,选票,xuănpiào,C1,N,a vote |  ballot
選修,选修,xuănxiū,C1,V,(at a school) to take as an elective | an elective | elective (subject)
學分,学分,xuéfēn,C1,N,course credit
學科,学科,xuékē,C1,N,subject | branch of learning | course | academic discipline
學年,学年,xuénián,C1,N,academic year
學識,学识,xuéshì,C1,N,erudition | scholarly knowledge
學說,学说,xuéshuō,C1,N,theory | doctrine
學徒,学徒,xuétú,C1,N,apprentice | to serve an apprenticeship
學員,学员,xuéyuán,C1,N,student | member of an institution of learning | officer cadet
學制,学制,xuézhì,C1,N,educational system | length of schooling
雪人,雪人,xuěrén,C1,N,snowman | yeti
削弱,削弱,xuèruò,C1,V,to weaken | to impair | to cripple
循環,循环,xúnhuán,C1,N,to cycle | to circulate | circle | loop
巡邏,巡逻,xúnluó,C1,Vi,"to patrol (police, army or navy)"
巡視,巡视,xúnshì,C1,V,to patrol | to make a tour | to inspect | to scan with one's eyes
詢問,询问,xúnwèn,C1,V,to inquire
訓,训,xùn,C1,V,to teach |  to train |  to admonish | (bound form) instruction (from superiors) |  teachings |  rule
押,押,yā,C1,V,to mortgage | to pawn | to detain in custody | to escort and protect | (literary) to sign
鴉片,鸦片,yāpiàn,C1,N,opium (loanword)
壓歲錢,压岁钱,yāsuìqián,C1,N,money given to children as a gift on Chinese New Year's Eve
壓縮,压缩,yāsuō,C1,V,to compress |  compression
壓制,压制,yāzhì,C1,V,to suppress | to inhibit | to stifle
牙科,牙科,yákē,C1,N,dentistry
芽,芽,yá,C1,N,bud | sprout
啞,哑,yă,C1,Vp,"mute |  dumb |  incapable of speech | (of a voice) hoarse |  husky | (of a bullet, bomb etc) dud"
亞軍,亚军,yàjūn,C1,N,second place (in a sports contest) | runner-up
淹,淹,yān,C1,V,to flood | to submerge | to drown | to irritate the skin (of liquids) | to delay
言論,言论,yánlùn,C1,N,expression of opinion | views | remarks | arguments
岩石,岩石,yánshí,C1,N,rock
延遲,延迟,yánchí,C1,Vpt,to delay | to postpone | to keep putting sth off | to procrastinate | (computing) to lag
延伸,延伸,yánshēn,C1,Vs,to extend | to spread
延誤,延误,yánwù,C1,Vpt,to postpone (with unfortunate consequences) |  to take too long (to do sth) |  to miss (a deadline or window of opportunity)
延續,延续,yánxù,C1,Vst,to continue | to go on | to last
沿海,沿海,yánhăi,C1,N,coastal
沿途,沿途,yántú,C1,N,along the sides of the road | by the wayside
沿襲,沿袭,yánxí,C1,Vst,to carry on as before | to follow (an old custom etc)
沿用,沿用,yányòng,C1,V,to continue to use (old methods) | to apply as before | according to usage
嚴禁,严禁,yánjìn,C1,V,to strictly prohibit
嚴厲,严厉,yánlì,C1,Vs,severe | strict
嚴密,严密,yánmì,C1,Vs,"strict | tight (organization, surveillance etc)"
演變,演变,yănbiàn,C1,Vs,to develop |  to evolve
演講,演讲,yănjiăng,C1,N,lecture | to make a speech
演說,演说,yănshuō,C1,N,speech | to deliver a speech
演習,演习,yănxí,C1,Vi,"(military, firefighting etc) (verb and noun) drill |  exercise |  maneuver"
眼界,眼界,yănjiè,C1,N,ken | scope
眼看,眼看,yănkàn,C1,V,soon | in a moment | to look on as sth happens
衍生,衍生,yănshēng,C1,V,to give rise to | to derive | derivative | derivation
燕窩,燕窝,yànwō,C1,N,edible bird's nest
燕,燕,yàn,C1,N,variant of 燕
央求,央求,yāngqiú,C1,V,to implore | to plead | to ask earnestly
仰,仰,yăng,C1,V,to face upward | to look up | to admire | to rely on
仰慕,仰慕,yăngmù,C1,Vst,to admire
養分,养分,yăngfèn,C1,N,nutrient
養份,养份,yăngfèn,C1,N,No definition available
養老,养老,yănglăo,C1,Vs,to provide for the elderly (family members) | to enjoy a life in retirement
養育,养育,yăngyù,C1,V,to rear | to bring up | to nurture
邀,邀,yāo,C1,V,to invite | to request | to intercept | to solicit | to seek
窯,窑,yáo,C1,N,variant of 窯|窑
搖晃,摇晃,yáohuàng,C1,Vi,to rock |  to shake |  to sway
謠言,谣言,yáoyán,C1,N,rumor
遙遠,遥远,yáoyuăn,C1,Vs,distant | remote
要點,要点,yàodiăn,C1,N,main point | essential
要犯,要犯,yàofàn,C1,N,major criminal
藥品,药品,yàopĭn,C1,N,medicaments | medicine | drug
業績,业绩,yèjī,C1,N,"achievement | accomplishment | (in more recent usage) performance (of a business, employee etc) | results"
依,依,yī,C1,Prep,to depend on | to comply with or listen to sb | according to | in the light of
依舊,依旧,yījiù,C1,Adv,as before |  still
依據,依据,yījù,C1,Prep,according to | basis | foundation
依賴,依赖,yīlài,C1,Vst,to depend on | to be dependent on
依照,依照,yīzhào,C1,Prep,according to | in light of
醫療,医疗,yīliáo,C1,N,medical treatment
醫術,医术,yīshù,C1,N,medical expertise | art of healing
醫藥,医药,yīyào,C1,N,medical care and medicines | medicine (drug) | medical | pharmaceutical
一定,一定,yīdìng,C1,Vs-attr,surely | certainly | necessarily | fixed | a certain (extent etc) | given | particular | must
一道,一道,yīdào,C1,Adv,together
一度,一度,yīdù,C1,Adv,for a time | at one time | one time | once
一概,一概,yīgài,C1,Adv,all | without any exceptions | categorically
一貫,一贯,yīguàn,C1,Vs-attr,consistent | constant | from start to finish | all along | persistent
一律,一律,yīlǜ,C1,Adv,same | uniformly | all | without exception
一味,一味,yīwèi,C1,Adv,blindly | invariably
咦,咦,yí,C1,Ptc,expression of surprise
儀表,仪表,yíbiăo,C1,N,appearance | bearing | meter (i.e. measuring instrument)
遺產,遗产,yíchăn,C1,N,heritage | legacy | inheritance | bequest
遺傳,遗传,yíchuán,C1,Vst,heredity | to inherit (a trait) | to pass on (to one's offspring)
遺憾,遗憾,yíhàn,C1,Vs,regret | to regret | to be sorry that
遺留,遗留,yíliú,C1,V,to leave behind | to hand down
遺棄,遗弃,yíqì,C1,V,to leave | to abandon
遺體,遗体,yítĭ,C1,N,remains (of a dead person)
遺忘,遗忘,yíwàng,C1,Vpt,to forget |  to cease to think about (sb or sth) anymore
遺志,遗志,yízhì,C1,N,"the mission in life of a deceased person, left to others to carry on"
遺址,遗址,yízhĭ,C1,N,ruins | historic relics
疑慮,疑虑,yílǜ,C1,N,hesitation | misgivings | doubt
移植,移植,yízhí,C1,V,to transplant
倚,倚,yĭ,C1,V,to lean on | to rely upon
以至,以至,yĭzhì/yĭzhìyú,C1,Conj,down to | up to | to such an extent as to ... | also written 以至於|以至于
以致,以致,yĭzhì/yĭzhìyú,C1,Conj,to such an extent as to | down to | up to
以至於,以至于,yĭzhì/yĭzhìyú,C1,Conj,down to | up to | to the extent that...
以致於,以致于,yĭzhì/yĭzhìyú,C1,Conj,so that | to the point that
亦,亦,yì,C1,Adv / Conj,also
一連串,一连串,yīliánchuàn,C1,Vs-attr,a succession of | a series of
一流,一流,yīliú,C1,Vs,top quality | front ranking
一如,一如,yīrú,C1,Prep,to be just like
一心,一心,yīxīn,C1,Adv,wholeheartedly | heart and soul
液體,液体,yètĭ,C1,N,liquid
抑制,抑制,yìzhì,C1,V,to inhibit | to keep down | to suppress
意識到,意识到,yìshìdào,C1,Vpt,No definition available
意圖,意图,yìtú,C1,N,intent | intention | to intend
意味,意味,yìwèi,C1,Vst,meaning | implication | flavor | overtone | to mean | to imply | (Tw) to get a sense of
毅力,毅力,yìlì,C1,N,perseverance | willpower
翌日,翌日,yìrì,C1,N,next day
異常,异常,yìcháng,C1,Vs,unusual |  abnormal | extremely |  exceptionally
異鄉,异乡,yìxiāng,C1,N,foreign land | a place far from home
議定,议定,yìdìng,C1,V,to reach an agreement | to agree upon
議論,议论,yìlùn,C1,V,to comment | to talk about | to discuss | discussion
議題,议题,yìtí,C1,N,topic of discussion | topic | subject | issue (under discussion)
議員,议员,yìyuán,C1,N,member (of a legislative body) | representative
音,音,yīn,C1,N,sound | noise | note (of musical scale) | tone | news | syllable | reading (phonetic value of a character)
因果,因果,yīnguŏ,C1,N,karma | cause and effect
陰謀,阴谋,yīnmóu,C1,N,to conspire |  to plot | a conspiracy |  a plot
陰影,阴影,yīnyĭng,C1,N,(lit. and fig.) shadow
銀幕,银幕,yínmù,C1,N,movie screen
銀色,银色,yínsè,C1,N,silver (color)
銀子,银子,yínzi,C1,N,money | silver
引,引,yĭn,C1,V,"to draw (e.g. a bow) | to pull | to stretch sth | to extend | to lengthen | to involve or implicate in | to attract | to lead | to guide | to leave | to provide evidence or justification for | old unit of distance equal to 10 丈, one-thirtieth of a km or 33.33 meters"
引導,引导,yĭndăo,C1,V,to guide | to lead (around) | to conduct | to boot | introduction | primer
引進,引进,yĭnjìn,C1,V,to recommend | to introduce (from outside)
引擎,引擎,yĭnqíng,C1,N,engine (loanword)
隱藏,隐藏,yĭncáng,C1,V,to hide | to conceal | to mask | to shelter | to harbor (i.e. keep sth hidden) | to hide oneself | to lie low | to nestle | hidden | implicit | private | covert | recessed (lighting)
隱士,隐士,yĭnshì,C1,N,hermit
隱約,隐约,yĭnyuē,C1,Adv,vague | faint | indistinct
印證,印证,yìnzhèng,C1,V,to confirm |  to corroborate |  to verify | proof |  evidence
櫻桃,樱桃,yīngtáo,C1,N,cherry
英勇,英勇,yīngyŏng,C1,Vs,heroic | gallant | valiant
應,应,yìng,C1,Prep / V,to answer | to respond | to comply with | to deal or cope with
鷹,鹰,yīng/lăoyīng,C1,N,eagle | falcon | hawk
老鷹,老鹰,yīng/lăoyīng,C1,N,(coll.) eagle | hawk | any similar bird of prey
營地,营地,yíngdì,C1,N,camp
營造,营造,yíngzào,C1,V,to build (housing) | to construct | to make
迎,迎,yíng,C1,V,to welcome |  to meet | to forge ahead (esp. in the face of difficulties) |  to meet face to face
迎合,迎合,yínghé,C1,Vst,to cater to | to pander to
影射,影射,yĭngshè,C1,Vst,to refer obliquely to | to insinuate | innuendo
硬,硬,yìng,C1,Adv,hard |  stiff |  solid | (fig.) strong |  firm | resolutely |  uncompromisingly | laboriously |  with great difficulty | good (quality) |  able (person) | (of food) filling |  substantial
硬體,硬体,yìngtĭ,C1,N,(computer) hardware
應變,应变,yìngbiàn,C1,Vi,to meet a contingency | to adapt oneself to changes
應酬,应酬,yìngchóu,C1,Vi,to engage in social activities |  to socialize | dinner party |  banquet |  social engagement
應急,应急,yìngjí,C1,Vs,to respond to an emergency | to meet a contingency | (attributive) emergency
應驗,应验,yìngyàn,C1,Vpt,to come true | to come about as predicted | to be fulfilled
應徵,应征,yìngzhēng,C1,V,to apply (for a job) | to reply to a job advertisement
唷,唷,yō,C1,Ptc,"final particle expressing exhortation, admiration etc"
湧,涌,yŏng,C1,V,to bubble up | to rush forth
踴躍,踊跃,yŏngyuè,C1,Vs,to leap | to jump | eager | enthusiastically
用戶,用户,yònghù,C1,N,user | consumer | subscriber | customer
用途,用途,yòngtú,C1,N,use |  application
悠久,悠久,yōujiŭ,C1,Vs,"long (tradition, history etc)"
悠閒,悠闲,yōuxián,C1,Vs,leisurely | carefree | relaxed
優待,优待,yōudài,C1,V,preferential treatment |  to give preferential treatment
優勢,优势,yōushì,C1,N,superiority | dominance | advantage
優先,优先,yōuxiān,C1,Adv,to have priority | to take precedence
優異,优异,yōuyì,C1,Vs,exceptional |  outstandingly good
鈾,铀,yòu,C1,N,uranium (chemistry) | Taiwan pr. 
由來,由来,yóulái,C1,N,origin
遊覽,游览,yóulăn,C1,V,to go sightseeing | to tour | to visit
油田,油田,yóutián,C1,N,oil field
油條,油条,yóutiáo,C1,N,youtiao (deep-fried breadstick) | slick and sly person
友愛,友爱,yŏuài,C1,Vst,friendly affection | fraternal love
有機,有机,yŏujī,C1,Vs-attr,organic
有理,有理,yŏulĭ,C1,Vs,reasonable | justified | right | (math.) rational
有所,有所,yŏusuŏ,C1,Vst,somewhat | to some extent
有為,有为,yŏuwéi,C1,Vs,promising | to show promise
有限,有限,yŏuxiàn,C1,Vs,limited | finite
有形,有形,yŏuxíng,C1,Vs,material |  tangible |  visible | shapely
有心人,有心人,yŏuxīnrén,C1,N,resolute person | person with aspirations | people who feel | people who use their heads
有益,有益,yŏuyì,C1,Vst,useful | beneficial | profitable
有意,有意,yŏuyì,C1,Vaux,to intend | intentionally | interested in
有緣,有缘,yŏuyuán,C1,Vs,related | brought together by fate
誘惑,诱惑,yòuhuò,C1,V,to entice | to lure | to induce | to attract
幼稚,幼稚,yòuzhì,C1,Vs,young | childish | puerile
于,于,yú,C1,Prep,(of time or place) in |  at |  on | (indicating any indirect relation) to |  toward |  vis-à-vis |  with regard to |  for | (indicating a source) from |  out of | (used in comparison) than | (used in the passive voice) by
於,于,yú,C1,Prep,(of time or place) in |  at |  on | (indicating any indirect relation) to |  toward |  vis-à-vis |  with regard to |  for | (indicating a source) from |  out of | (used in comparison) than | (used in the passive voice) by
逾,逾,yú,C1,Vst,to exceed | to go beyond | to transcend | to cross over | to jump over
餘,余,yú,C1,N / Vst,extra | surplus | remaining | remainder after division | (following numerical value) or more | in excess of (some number) | residue (math.) | after | I | me
語法,语法,yǔfă,C1,N,grammar
愚蠢,愚蠢,yúchŭn,C1,Vs,silly | stupid
輿論,舆论,yúlùn,C1,N,public opinion
漁民,渔民,yúmín,C1,N,fisherman | fisher folk
予,予,yŭ,C1,V,(literary) to give
予以,予以,yŭyĭ,C1,V,to give | to impose | to apply
與會,与会,yùhuì,C1,Vi,to participate in a meeting
雨季,雨季,yŭjì,C1,N,rainy season
語文,语文,yŭwén,C1,N,literature and language | (PRC) Chinese (as a school subject)
宇宙,宇宙,yŭzhòu,C1,N,universe | cosmos
愈,愈,yù,C1,Adv,variant of 愈 | to heal
玉器,玉器,yùqì,C1,N,jade artifact
預測,预测,yùcè,C1,V,to forecast | to predict
預防,预防,yùfáng,C1,V,to prevent | to take precautions against | to protect | to guard against | precautionary | prophylactic
預告,预告,yùgào,C1,V,to forecast | to predict | advance notice
預估,预估,yùgū,C1,V,to estimate | to forecast | prediction | projection
預賽,预赛,yùsài,C1,N,preliminary competition | to hold preliminary heats
預約,预约,yùyuē,C1,V,booking | reservation | to book | to make an appointment
寓言,寓言,yùyán,C1,N,fable
園林,园林,yuánlín,C1,N,gardens |  park |  landscape garden
元氣,元气,yuánqì,C1,N,strength | vigor | vitality | (TCM) vital energy
元首,元首,yuánshŏu,C1,N,head of state
元素,元素,yuánsù,C1,N,element (key component of sth) | (chemistry) element | (math.) element (member of a set)
